No.,URL,Title,Description,Date,Guest,Position,Company,Category,Biggest Challenge,SaaS Resources,Notes
027,http://saastr.libsyn.com/saastr-026-the-benefits-of-bootstrapping-your-saas-startup-with-laura-roeder-founder-ceo-edgar,"SaaStr 027: The Benefits of Bootstrapping Your SaaS Startup with Laura Roeder, Founder & CEO @ Edgar","Laura Roeder is the Founder & CEO @ Edgar, the social media automation tool that essentially allows your social media queue to fill itself up. Now Edgar is not the usual startup story we are all familiar with as Edgar has taken some unusual steps, they have not raised VC funding, they do not have a sales team, their founder, Laura, was pregnant on launch and after all this, Edgar is a startup that actually makes money at 2.9m ARR. In Today’s Episode with Laura We Reveal:  How did Laura come to found Edgar? What was the a-ha moment for Laura? How did Laura assemble and build the team, with te restraint of being pregnant during launch? How did this hiring mindset benefit the process? Why does Laura deliberately not have a sales team? How does the SaaS math differ for bootstrapped vs venture funded SaaS startups? HOw does the exit strategy change when bootstrapped? Why should SMs approach social media platforms one at a time? How can startups measure their social media performance and engagement?  In a round we call the 60 Second Saastr, we also hear:  Fave SaaS resource and reading material? Hardest hire in the Edgar process? Going up the enterprise funnel: Potential or not going to happen?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr   ",6/3/2016 6:17:39,Laura Roeder,CEO,Meet Edgar,Social Media,NA,Scaling Up by Verne Harnish,"Started with SMB consutling: leveraging and repuposing content, but spreadsheet centric; smb + bootstrapped means math for sales team doesn't work; 5000 customers, $3MM ARR; short-term LTV formula - 3 month value; no free trial (instead, they do a refund); social media as a marketing channel where you can improve and iterate on your content library; twitter/facebook still the biggest communities; SM not responsible for your funnel, more an amplifyer of your content; biggest smb issue: burnout"
028,http://saastr.libsyn.com/saastr-028-eloqua-influitives-mark-organ-on-scaling-eloqua-into-a-global-business-why-customer-success-is-the-bed-rock-for-all-saas-businesses,SaaStr 028: Eloqua & Influitive's Mark Organ on Scaling Eloqua Into A Global Business & Why Customer Success Is The Bed Rock For All SaaS Businesses,"Super excited to welcome a heavy weight of the SaaS industry today as we have Mark Organ, Founder & CEO at Influitive. Influitive helps B2B companies mobilize their army of advocates for more rapid and profitable revenue growth. Prior to Influitive, Mark was the founding CEO of Eloqua, growing the business to over 150 people, hundreds of clients and a major presence around the world in 7 years. Eloqua was eventually bought by Oracle in 2012 for a reported $810m. In Today’s Episode with Mark We Discuss:  The founding story behind Influitive? What was the a-ha moment behind the concept? What were Mark’s biggest takeaways from watching Eloqua scale into the global force that it became? Influitive are creating a category, so how is that for Mark? What are the inherent challenges?  What are the commonalities of successful category creators? What is the difference between good and bad competition? Why does Mark try and encourage good competition? Why are brand advocates crucial to the success of a business? Is it a really scalable solution? How did you figure out the model for making customers successful?    In a round we call the 60 Second Saastr, we also hear:  Mark’s fave SaaS resource and reading material? Thought leadership: Fundamental or unnecessary? Target Markets; Go large or be specific and niche?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Mark Organ ",6/6/2016 3:17:30,Mark Organ,CEO,Influitive,Customer Success,NA,"Saastr, David Skok, Mark Suster, Ben Horowitz, Fred Wilson","Founded eloqua (marketing automation); a takeaway was that most customers came from advocacy (referneces, reviews, etc); new category of ""planned advocacy""; if category succeeds, then business succeeds; challenge is having ""no enemy""; scalability of brand advocacy - advocates are polymorphic, part of the value chain: lead nurturing; ""advocates are magical remarkable beings""; customer success is a bedrock of a company; churn is iceberg above the water line, the 5/6 of the iceberg is below the water; proponent head of customer success as first hire (early days customres are buying roadmap, buying team); UX research should be built into every phase of the product; advocates commonality - make them feel good (various reasons: competition, achievement, social)"
029,http://saastr.libsyn.com/saastr-029-having-jason-lemkin-as-an-investor-selling-sexy-saas-to-the-legal-space-with-andy-wilson-founder-ceo-logickull,"SaaStr 029: Having Jason Lemkin As An Investor & Selling Sexy SaaS To The Legal Space with Andy Wilson, Founder & CEO @ Logikcull","Andy Wilson is the Co-Founder and CEO @ Logikcull, where he really is the visionary behind Logikcull’s product and marketing strategy focusing on simplifying and democratizing the discovery process into three simple steps: upload > search > download. Andy leads the company it its mission to put an end to eDiscovery with the use of Discovery Automation. In Today’s Episode with Andy We Discuss:  The origin story of Logikcull for Andy and what a-ha moment was for him? How did Andy approach the transition from service based business to SaaS business? Does the increase of customer success not transition the customer into the client? What was the effect of having Jason as a investor and what are the biggest value adds that Jason provides? On outbound vs inbound, how did Andy increase outbound in such an established space? Where did he find the major breakthroughs?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Andy Wilson ",6/10/2016 3:10:58,Andy Wilson,CEO,Logikcull,Legal (e-discovery),NA,"SaaStr, David Skok, Tomasz Tunguz, Christoph Janz","Inefficiency within legal and paralegal (truckloads of papers); started with services before moving to saas, client driven company v customer driven company - customization v product; wished got funding sooner, as it brought focus; hardest position to hire: sales; product-market fit, partly gut but also quantitative measures like NPS (find out that some issues they hate are really easy to fix); use customers to help differentiate themselves; crusty and old markets, you have the opportunity to turn that upside down and be sexy; "
030,http://saastr.libsyn.com/saastr-30-building-training-a-non-technical-sales-team-why-a-heavy-inbound-model-is-like-driving-a-racecar-with-harry-glaser-co-founder-periscope-data,"SaaStr 030: Building & Training a Non-Technical Sales Team & Why A Heavy Inbound Model Is Like 'Driving A Racecar' with Harry Glaser, Co-Founder @ Periscope Data","I am delighted to welcome my first ever Harry to the show today in the form of Harry Glaser, Co-Founder & CEO @ Periscope Data, the worlds fast analysis suite providing data analysts with the tools they need to improve their analysis by over 150X and an astonishing fact here they have doubled their revenue every 3 months ever since launch. Periscope’s investors include Ellen Pao, Matt Ocko @ Data Collective, Chad Byers @ Susa Ventures, Wes Chan @ Felicis, Benjamin Ling at Khosla and many more. Also in the show today we mention Jason Lemkin and Aaron Ross new book From Impossible to Inevitable: How Hypergrowth Companies Create Predictable Revenue and if you have not read that, that is a must and can be found here! In Today’s Episode with Harry We Discuss  How Harry came to be the founder of Persicope Data and what the a-ha moment was for him? How did Harry look to establish a pricing model with Periscope Data as a first time SaaS founder? What are Harry’s learnings of hiring and building out the initial sales team? How did Harry build out the institutonal training program to allow non technical people to sell a very non technical product? What are the inherent pros of having an inbound heavy model and what are the fundamental problems? Why are companies suddenly seeing the need for data analysts and what are the opportunites that data analysts present?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Harry Glaser ",6/13/2016 2:38:53,Harry Glaser,CEO,Periscope Data,Data Analytics,NA,"Saastr, Jason Lemkin on quora, Predictable Revenue, The Sales Acceleration Formula","Periscope was a side project at first, but got more attention than our main product; first pricing was to think about the highest price without being offensive, inbound: wrote a viral post ""optimizing sub-queries in postres""; inbound was a revelation; content marketing still provides highest quality leads plus evergreen, content and paid SEM have been strong channels; inbound - 1/3 of revenue that month aren't in CRM at start of month; machine-learning to qualify leads (filters and ranks); cons with inbound: missed opportunities, daily standup to talk through lead value; ability to talk to sql literate person on chat after 5 seconds is a key competitive advantage; charge by data volume, which self-selects; greenfield in saas: back-end data munging & accounting; advice for early stage founders: stay in the game, one foot in front of the other; rise of the data analyst: because it is now feasible to process and store all the data, start to see people have to answers questions on a daily basis; organize them by making them a core function/sit together with one leadership team and then house them with the biggest customer (e.g., marketing)"
031,http://saastr.libsyn.com/saastr-031-is-product-market-fit-customer-value-binary-the-importance-of-product-led-growth-with-blake-bartlett-openview,SaaStr 031: Is Product Market Fit & Customer Value Binary & The Importance of Product-Led Growth with Blake Bartlett @ OpenView,"Blake Bartlett is a Partner @ Openview Ventures where he helps identify value and lead investments in product-led businesses driving market dislocation. Prior to joining OpenView, he was a Vice President at Battery Ventures, where he focused on growth-stage software and Internet businesses. Blake joined Battery in 2009 and helped lead 10 investments including  the likes of Wayfair, Optimizely, Sprinklr, and Glassdoor. In Today’s Show We Discuss:  Why Blake decided to invest in SaaS over other sectors? Whether the rise of the bottoms up SaaS sales model means customer fickleness for SaaS products will increase? Does product led growth contradict tradition SaaS sales beliefs? How can they work in unison? Is product market fit and customer value a binary result? Are there varying degrees of customer value? How important is time to customer value? How can startups look to pull product-led growth off? What were Blake’s biggest takeaways from watching the likes of Optimizely and Expensify?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Blake Bartlett   ",6/17/2016 8:06:00,Blake Bartlett,Partner,OpenView Ventures,VC,NA,NA,"Started in VC with hardware and consumer but eventually fell in love with SaaS; consumer can be sexy, but it can be quite fickle; with consumerization of SaaS, may begin to see some fickleness within enteprirse in certain sectors; product-led companies: why did you start this business? ""I had to solve this problem"", important to begin with because you can't incorporate it later (at DNA level); ""you should be embarressed by your first product' -- about speed v. perection (ideally driving fast iteration); product-market fit for lightweight tactical value (e.g., many of the side projects on product hunt) is different from strategic, long lasting value that can turn into a business; determined by cusomer willingness to pay; then willingness to pay more and more; time-to-value: if product-led growth strategy, then time to value is imperative - not one size fits all, but based on market; product-led & sales can be religious debate, in-field v. inbound v. anti-sales -- in reality not so dogmatic... an extension of customer success (sales is being proactive to people who are not yet customers); customer success: melding of what existing before (consulting/implementation, account managment, customer support); biggest advice to early stage: focus hard on the core problem; how to pull off product led growth: data is key - what are people doing in our product; can talk to users, but doesnt' scale like data, when you can nail the product and price it correctly, your customers will never outgrow you; "
032,http://saastr.libsyn.com/saastr-032-scaling-operations-from-10-to-130-in-a-year-the-fundamentals-of-what-makes-a-great-saas-business-opportunity-with-luke-kervin-co-founder-patientpop,"SaaStr 032: Scaling Operations From 10 to 130 In A Year & The Fundamentals of What Makes A Great SaaS Business Opportunity with Luke Kervin, Co-Founder @ PatientPop","Luke Kervin is the Co-Founder & Co-CEO @ PatientPop, where he has scaled the team from 10 to over 130 in just 12 months. As a result, PatientPop recently raised their Series A led by Toba Capital, allowing them to further ramp up their customer base and expand the employee ranks to over 200 people. In Today’s Show with Luke We Discuss:  How Luke came to found his first SaaS business in PatientPop? What is Luke’s criteria for selecting a potential business idea? What does the idea need to have? What elements of an idea will concern Luke? How did Luke go about validating the idea for PatientPop? What are the most common methods founders get product validation wrong? Why did Luke build a fake product, a fake website and fake business cards to validate the idea? PatientPop has grown from 10 to 130, so how did they scale so fast? What are the inherent challenges of company culture maintenance with such hyper-growth.   If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr ",6/20/2016 5:21:46,Luke Kervin,Co-Founder,PatientPop,Health Care,"overcoming bottlenecks: hiring, onboarding, training and building a mgmt team",saastr,"Third startup, but first SaaS, during pregnancy, a mess of appointments and tests, terrible coordination; but, biggest frustration was piecemeal solution to web front-end/analytics; select a biz opportunity: huge market/ huge painpoint/ firstmover or highly fragmented market/ high valuation/ clear wayto validate opportunity; hard to get good data when you interview your friends; created a fake business and then sold based on that; then MVP after that; last biz, took 6 months to do an MVP with bells and whistles that in retrospect weren't necessary, this one took 8 weeks; hired a cfo early with saas experience; for series A, need $100K mo rev, strong growth, and idea of churn/metrics; co-ceos is tricky; need to have clear lines and small egos; within 7 months had full exec team; to manage a team need proper ratios (middle managers 1 to 8-10 people); clear metrics with SF; then make things scalable; define product-market fit then repeatable, scalable sales process critical -- then customer success thereafter; "
033,http://saastr.libsyn.com/saastr-033-the-fundamental-challenges-of-saas-ma-with-villi-iltchev-partner-august-capital,"SaaStr 033: The Fundamental Challenges of SaaS M&A with Villi Iltchev, Partner @ August Capital","Villi Iltchev is a Partner @ August Capital and prior to joining August Villi was a member of the leadership teams at Box and Lifelock. Before that Villi was a Vice President @ Salesforce where he led the strategy and acquisitions teams; being directly responsible for over 30 investments in the likes of Hubspot, Box, Mulesoft and many more amazing companies. In Today’s Show with Villi We Discuss:  How Villi made the transition from the world of operations to investing with August? What were Villi’s biggest takeaways from working with titans of SaaS; Box, Salesforce? What was the M&A environment like back in the 2000s? What was the driver behind mass consolidation? What did the on premise perpetual license business model enable companies? Where did customer success lie in this environment? Multiple Clouds: What is the challenges of this? How will this evolve over time? What are the current solutions? Customer success lies with the vendor: What do you think caused this pivotal transition? How central should customer success be to an early stage SaaS company’s strategy? What are the main benefits of customer success to you? SaaS distribution: Why do reseller arrangements not work? How would you like to see this evolve in the future? Sales productivity: What is the productivity effect of giving another product to sales? What happens to aggregate sales?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Villi Itchev ",6/24/2016 11:57:56,Villi Iltchev,Partner,August Capital,VC,NA,NA,"Started in investment banking; then to HP, then salesforce, then box; inherent nature of saas: democratization of software was inevitable; today have barely scratch the surface (maybe 20%); corporate development / m&a very different across companies; smaller companies like box more strategic; how to make saas sales effectively: hard to support lots of infrastructure stacks; which is the downside of saas; hard to make saas m&a scalable; certain ecosystems where there are no buyers and not a big enough market to be an IPO, so exit not a key criteria for investment, but maybe insight into something to stay away from; a key challenge is customer success, for oracle/peoplesoft, customer doesn't care who owns it, but very different for saas vendors; private/public saas multiples: media often misreport as well as preferences (round is different than FMV); scarcity of assets drive returns down and prices up; some investors in SV aren't as sophisticated as other investors (multiples are derivative of many other metrics); linkedin, caught between consumer and enteprise company but underperforming, biggest advice to early stage: get companies to pay you early; near future of M&A - big companies and small ones, not the $50-100MM market so much; application software in next 10 years: brought this to the cloud and made available to all sizes of customers, but software itself does mostly the same things; future -- that software will get smarter and users more productive; "
034,http://saastr.libsyn.com/saastr-034-how-to-master-the-freemium-model-learnings-from-being-the-1st-sales-hire-box-dropbox-the-integration-of-sales-and-engineering-with-fronts-new-head-of-sales-cailen-dsa,"SaaStr 034: How To Master The Freemium Model, Learnings From Being The 1st Sales Hire @ Box & Dropbox & The Integration of Sales and Engineering with Front's New Head of Sales, Cailen D'sa","I am delighted to welcome the new Head of Sales @ Front App, Cailen D’sa, to The Official SaaStr Podcast today. Cailen might just be the Head of Sales every SaaS startup founder is dreaming of having previously been the first sales hire @ Dropbox where he launched Dropbox’s first B2B product, prior to that he was a director at Box where he helped pioneer and operationalize the freemium land-and-expand sales model, which is now a core SaaS sales methodology. Now if you enjoy the episode with Cailen today and want to hear more from him then you must headover to Front’s blog where you can  find Mathilde’s written interview with Cailen. In This Episode With Cailen You Will Learn:  How did Cailen come to be the first Sales hire @ Dropbox? What was it about Front that enticed him? What were Cailen’s biggest takeaways from his time at Dropbox and Box? How does the Sales process differ when selling a freemium product like Dropbox, compared to an enterprise product like Front? What does Cailen look for when hiring sales reps? What are Cailen’s sourcing strategies for new sales reps? How does Cailen incentivise the best talent to choose Front over other options? With the rise of data and it’s role in sales, to what extent does Cailen still believe sales to be an art and not a science?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Cailen D’sa ",6/27/2016 4:16:05,Cailen D'sa,VP Sales,Frontapp,Comunications (Email),NA,"saastr, both side of the table","Spent time at box and dropbox both as early employee; like early stage, product market fit, how to hire the best talent, etc; how to integrate sales & engineering: bug-tracking/support (everyone does support at least 1 hour per week); communication around features gaps; freemium: free product is marketing vehicle (can work for SMBs); but make sure you have strong limits without watering down the product experience; box gave all features, but people didn't have a compelling reason to upgrade; recruting pitch, get new folks excited about the the cool things at whichever stage you're at; keep bar very high for hiring in early days and then mine their relationships for next hires; leverage network first, then recruiters; ideally hire up (ultimately they could be your boss); reason you join a startup is to have your hands in lots of things; advice for founders: find revenue/business model early and be able to build a recurring revenue model yourself before hiring sales folks; "
035,http://saastr.libsyn.com/saastr-035-matt-garratt-on-the-strategy-behind-salesforce-ventures,SaaStr 035: Matt Garratt on The Strategy Behind Salesforce Ventures,"Matt Garratt currently runs Salesforce Ventures with the mandate to build out salesforce’s ecosystem of partners with equity investments. Matt has led key strategic investments at Salesforce in companies such as former guests Gainsight, and Invoca as well as Anaplan and Insidesales.com just to name a few. Prior to salesforce Matt was a VP at the prestigious SaaS investor Battery Ventures. Also in the show today we mention Jason Lemkin and Aaron Ross new book From Impossible to Inevitable: How Hypergrowth Companies Create Predictable Revenue and if you have not read that, that is a must and can be found here! In This Episode With Matt You Will Learn:  How Matt made his entry into the world of VC and came to run Salesforce Ventures? What did Salesforce do right to give Matt the ability to formalise the fund? What did Matt learn in the less formal stages of investing? What are the benefits that startups receive from being portfolio companies of Salesforce Ventures? How does matt view Salesforce Ventures in the early stage investing landscape? Does Matt like to co-invest with other prominent funds? How does M&A work within Salesforce Ventures? Are you willing to sell to your competitors?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Matt Garratt ",7/1/2016 6:03:30,Matt Garratt,VP,Salesforce Ventures,CRM (Sales),scale of what we're doing - global & huge product line,saastr,"M&A at salesforce, high growth and made transition to venture fund; SF platform makes it natural for companies to partner and collaborate; 3 key benefits to investees: credibility, access to executives, tactical advice; venture is different than M&A -- more creating an ecosystem of partners; some have been acquired but others have gone public -- m&a is not key desire; enterprise software needs experience to handle the cycle; companies are now balancing growth and burn; still early days in movement to the cloud; biggest opportunities: predictive intelligence, that should unlock mobile in a new way; "
036,http://saastr.libsyn.com/saastr-036-point-nines-christoph-janz-on-the-war-for-talent-when-to-move-to-the-us-the-importance-of-local-investors,"SaaStr 036: Point Nine's Christoph Janz on The War For Talent, When To Move To The US & The Importance Of Local Investors","Christoph Janz is the Co-Founder and the Managing Partner @ Point Nine Capital, one of Europe’s best early stage venture funds and Christoph himself specializes in all things SaaS at Point Nine and has made more than 20 SaaS startup investments. Prior to Point Nine, Christoph co-founded two Internet startups and in 2008, became an angel investor and discovered Zendesk, which was his first angel investment. Also if you would like to congratulate Jason for the raising of the incredible new SaaStr Fund then you can click here to send him a congratulations tweet. In Today’s Episode with Christoph We Discuss:  How did Christoph make his way into the world of early stage SaaS investing? When should startups consider making the move to the US? Is it always necessary? How important is it for SaaS startups to have a local US investor? What are the benefits? Where are there talent gaps in European SaaS? What can European founders do to find those experienced VPs of Sales and Marketing? Question from Jason: What made Zendesk seem like such a winner and what did that teach you? Where does Christoph see the next wave of the consumerisation of SaaS? Is it harder to get funded as a SaaS startup in today’s environment than in previous years?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Christoph Janz ",7/4/2016 3:54:02,Christoph Janz,Managing Partner,Point Nine Capital,VC,limitation of bandwidth; focusing time on best opportunities in an ocean of limitless possiblities,"jason lemkin quora, saastr, david skok, Tomasz Tunguz","Specialized VC in Berlin; history: first entrepreneur, then angel investments, then join forces to develp VC firm; angel v VC: no one to be responsible to, no specific fund model; higher bar for valuation; for saas, need to have aspirations to be a global player; engineering talent plenty in EU, but sales and marketing is less so (fewer role models); early days hire young, passionate hungry people, later stage hire experience folks; hardest folks to hire: sales; consumerization of the enterprise - maybe biz models, maybe mobile-first, maybe for biz apps to be smarter; early stage bet -- founders to great manager; early stage advice: think very carefully about who your customer is and if possible to find sales/mktg strategies for ACV at reasonable cost... at large scale (what type of animal do you want to hunt); "
037,http://saastr.libsyn.com/saastr-037-why-the-whole-saas-pricing-model-is-going-to-change-with-quang-hoang-co-founder-birdly,"SaaStr 037: Why The Whole SaaS Pricing Model Is Going To Change with Quang Hoang, Co-Founder @ Birdly","Quang Hoang is the Co- Founder @ Birdly, Birdly are convinced by the power of messaging within organizations, they decided to build a broader service that connects your favorite business softwares to messaging apps. It is this vision that has led to them being named one of the hottest startups from YC Winter 2016 batch and has led to funding from some of the best in the industry including our own Jason lemkin, Slack, previous guest Nicolas Dessaigne and prestigious french investors Alven Capital and Partech Ventures. In Today’s Episode with Quang We Discuss:  How did Quang come to found Birdly? What was the a-ha moment? What did Quang learn from pivoting to Birdly? What is it important for founders to consider before a pivot? How does Quang approach the challenging topic of a business model for bots? Why does Quang believe that the whole pricing model for SaaS will change? What were the main benefits of the YC experience and how did it impact his fundraising? When is the right time for European startups to make the move to SF? How important is it to be close to your customers?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Quang Hoang ",7/8/2016 7:42:29,Quang Hoang,Co-founder,Birdly,Slack Bot,NA,"saastr, ","Started as an expenses app with mobile app but transitioned to slack bots; birdly is idea to make all data avialable via slack bot; worked for few months on mobile app, but not a lot of traction; thought about doing expenses in slack; 30 seconds to install the bot; build something you feel comfortable using; when pivoted to slack, everyone used it right away; belief that slack could be ""the next"" platform; business model for bots: know it isn't priced per user; saas pricing is currently is ridiculous; expect to change to ""per usage"" or ""size of database"", ""# of queries per month""; consumerization of saas - anyone in the comapny can install the bot; no need for permission (no friction); YC most important things - talk to users, building your product and growth; in EU, hiring engineers is easier than the US; "
038,http://saastr.libsyn.com/saastr-038-rainforest-qas-fred-stevens-smith-on-firing-fast-the-transition-from-founder-to-ceo-why-you-should-spend-the-most-time-with-your-highest-performers,"SaaStr 038: Rainforest QA's Fred Stevens-Smith on Firing Fast, The Transition From Founder To CEO & Why You Should Spend The Most Time with Your Highest Performers","Fred Stevens-Smith is the Co-Founder & CEO @ Rainforest QA, which if you listened to 20VC with Byron Deeter, you will remember he discussed them and their amazing trajectory. So for QA first, it is essentially QA as a service making it fast and easy to test your webapp in multiple browsers and they are backed by some of the best as we said there Byron Deeter @ Bessemer, our own Jason Lemkin, Y Combinator, previous guest Kris Duggan @ Betterworks and Marc Benioff just to name a few. As for Fred he is the man at the helm as Co-Founder & CEO and absolutely smashing it I might add. In the show Fred mentions his favourite reading material to be Jason Lemkin and Aaron Ross’s new book From Impossible to Inevitable: How Hypergrowth Companies Create Predictable Revenue and if you have not read that, that is a must and can be found here! In Our Discussion with Fred You Will Learn:  How did Fred come to found Rainforest QA? What was his origin story to YC? How did Fred look to establish the pricing model with Rainforest? Why does Fred believe most software companies undervalue their software? What are the challenges of going upstream? How does it affect product? Sales cycle? Does Fred agree with Mark Organ that in a new category, the company CEO must be the category CMO? How much of a role does content play in Rainforest QA’s education funnel for customers? Why does Fred believe you should spend the most time with your best people? Similarly, the least amount of time with your worst people? How has Fred gone about building out the sales team? What did Fred look for in sales reps and Heads of Sales?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Fred Stevens-Smith ",7/11/2016 7:03:14,Fred Stevens-Smith,CEO,Rainforest QA,Quality Assurance,NA,From Impossible to Inevitable,"Choose passion or choose wealth; open eyes to world of startups - you can do it both; failed startup, then YC, then Rainforest; ""what would you pay $1,000/mo for?""; product-centric folks have no idea what enterprise pays, but as you get more mature, you find out pricing is too cheap; changed price 5x past 18 months (now $10K/mo); not much competition, so they set the price; grandfather in existing customers; you can get quick feedback; hard to test the price (you need meanigful numbers); but in enterprise don't get enough traffic; segment of the market has remained the same -SMB (despite increase in price); big customer success team that own the customer experience cause pricepoint means it really has to work; category creation -- need to educate customer and define the market; advice: best to be in an open market; question to customer managers: what do you always repeat to customers (turn that into docs); content mktg - hubspot and kissmetrics and moz ""how do I ____"" goes right to their websites; don't hire any sales guys until you sell a bunch of software first; sold 30-40 customers and $300K ARR and then built sales team from there; spend the most time with the highest performers to make them most successful; 3 false starts before sales person stuck (fire quickly -- positive thing as it provides insight into needs and strengths); sales is an art (just listen to a sales call); investor selection -- do we benefit from their brand or do they benefit from our brand"
039,http://saastr.libsyn.com/saastr-039-the-unwavering-power-of-predictable-revenue-and-why-we-will-see-further-consolidation-in-saas-with-cindy-padnos-founder-and-managing-partner-illuminate-ventures,"SaaStr 039: The Unwavering Power of Predictable Revenue and Why We Will See Further Consolidation in SaaS with Cindy Padnos, Founder and Managing Partner @ Illuminate Ventures","Cindy Padnos is the Founder and Managing Partner at Illuminate Ventures where she focuses on all things Enterprise/B2B cloud and mobile computing sectors. Prior to founding Illuminate in 2009, she was one of three investment professionals at Outlook Ventures responsible for committing the firm’s $140 million fund. Cindy also has extensive experience in the world of operations, where she founded and sold one of SaaS’ first on demand startups in the form of Vivant. In Today’s Episode with Cindy We Discuss:  How Cindy made her way into the world of SaaS and later SaaS investing? Why does Cindy think SaaS is a democratiser for entrepreneurship? Is the proliferation of Sales and Marketing tools not a challenge for startups in terms of competing for the same VC dollars? Is it easier or more challenging for startups to raise VC funding today than in previous years? If so, why? How does Cindy assess product market fit with her portfolio companies? When is the right time to put pedal to the metal? What does Cindy make of the Micro VC market at the moment? How prominent are party rounds? Will we see consolidation?  If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Cindy Padnos ",7/15/2016 13:25:19,Cindy Padnos,Managing Partner,Illunimate Ventures,VC,how to build a long-lasting firm,NA,"Started in corporate work and then mgmt consulting; then to the entreprenuerial world and tech industry; then venture; then a shift due to public cloud; strategies have changed - inbound sales, self-serve; cost of sales orgs have changed dramatically; believed in the predictibilty of the subscription revenue stream: you need to care deeply about the customer (not shelfware); keeps everyone responsible; business users often prefer annual pricing (if not multi-year pricing); one of the biggest challenges for startups -- when is it time to scale; frequently first few sales are false positives (is it really a repeatable sales model?); micro-vc, more than half the funds are new (avg size 10-15M); pretty different/broad strategies; "
040,http://saastr.libsyn.com/saastr-040-gainsights-allison-pickens-on-scaling-your-customer-success-team-managing-churn-and-segmenting-your-customer-base,"SaaStr 040: Gainsight's Allison Pickens on Scaling Your Customer Success Team, Managing Churn and Segmenting Your Customer Base","Allison Pickens carries the customer success torch as the VP of Customer Success & Business Operations at the category leaders, Gainsight. Allison’s organization @ Gainsight includes all post-sales functions: CSMs, Support, Onboarding, Services, and Operations. Prior to Gainsight, she started her career in management consulting for Fortune 500 companies while at Boston Consulting Group and later worked in private equity investing at Bain Capital.  Allison decided that she couldn’t pass up the opportunity to work at Gainsight when Bain Capital led the Series B. In Today’s Episode With Allison You Will Learn: 1.) So let’s start with managing customer churn and I think the first and most important thing is assessing what is regrettable vs non-regrettable. How do you approach this?  What is the internal post mortem? How do you identify why they churned? Is there a blame game that follows? How do you instill ramifications but not fear? How do you then look to fix the original problem that caused the churn?  2.) To do the above we need to have a great customer success team so iw ant to talk about the process of building this out and with CS being a new category this is an aspect a lot of founders are addressing at this time. So starting with the obvious?  When do you need a customer success team? Where in the organization should the team sit? What's the playbook for rolling it out? How big does the team need to be? Does this vary on sector or funding availability? What are the levels of seniority within the team? What's your budget? How do you account for the costs of your team? What teams sit within the customer success umbrella?  60 Second Saastr produced by Nick Mehta: What surprises you most about customer success now vs a year ago? Importance of fast iterating team? Fave SaaS material, book, blog, podcast? What element of the journey have you found most challenging? Carrying the CS torch? What is it like do you feel the pressure? 3.) Now I want to finish today by discussing the segmentation of your customer base, so at what point in the company's life do you begin segmenting the customers?  Why is it important to segment customers? How do you decide the best way to segment them? Should these segments align with the sales team?    If you would like to find out more about the show and the guests presented you can follow us on Twitter here:  Jason Lemkin Harry Stebbings Saastr Allison Pickens ",7/18/2016 2:52:52,Allison Pickens,VP Customer Success,Gainsight,Customer Success,change managment (lots or reorganization in hypergrowth),NA,"managing customer churn: every churn is regrettable, should cause a root cause analysis that ends with action items; 8 different categories of risk, like adoption risk, sentiment risk (NPS), product risk (enhancement request), implementation risk (onboarding time to value), etc.; default should be that CSM isn't necessarily the fault of churn and why you need to do root cause analysis; CSM content (all post-sales functions): onboarding, technical success and operations within the CSM umbrella; when do you need a CSM team: startup that is a big part of your time and creating a tight feedback loop; then create awesome customer advocates; first CS person: early on need a very diverse skillset (jack of all trades and learn very quickly; create struture from ambiguity), the sales learning curve ""the renaissance rep""; a way to eventually specialize -- onboarding (different workflow) and then operations (analytics); CS has been adopted very quickly in non-saas companies (everyone is becoming a tech company); important to observe differences around customers and see how they group together (and determine their key needs), then boil down to a key attribute; "
